customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,age,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure,address,postcode,state,country,property_valuation
1080,Monah,Talbot,Female,70,22,1999-12-26,Speech Pathologist,Property,Mass Customer,N,ğ ğ ±ğ ¹ğ ±ğ ±¸ğ ²ğ ³,Yes,2,24596 Hoepker Avenue,2322,NSW,Australia,4
1081,Marga,Cradduck,Female,25,36,1985-10-21,Social Worker,Health,Mass Customer,N,-1.00E+02,No,16,75 Mesta Hill,4509,QLD,Australia,7
1082,Guinevere,Kelby,male,90,74,1948-03-05,Financial Analyst,Financial Services,Mass Customer,N,,Yes,,7258 Mandrake Terrace,3138,VIC,Australia,9
1083,Chadd,Fowlds,Male,46,25,1996-08-07,VP Product Management,n/a,Affluent Customer,N,ã»(ï¿£âï¿£)ã»:*:,No,1,84741 Scoville Terrace,3029,VIC,Australia,5
1084,Serena,Jagson,Female,54,28,1994-05-18,Accounting Assistant I,Retail,Affluent Customer,N,ğ ğ ±ğ ¹ğ ±ğ ±¸ğ ²ğ ³,No,8,04328 Rowland Plaza,3441,VIC,Australia,9
1085,Lucho,Strafen,Male,4,46,1975-09-12,Internal Auditor,Health,Mass Customer,N,ï»¿,No,8,332 Maywood Crossing,3136,VIC,Australia,9
1086,Ezechiel,Parnall,Male,84,33,1989-06-21,Statistician IV,Property,Mass Customer,N,"<>?:""{}|_+",Yes,4,6026 Graceland Crossing,2121,NSW,Australia,11
1087,Lian,Madrell,Female,39,42,1979-09-18,Financial Analyst,Financial Services,Mass Customer,N,nil,Yes,8,0 Fremont Court,3023,VIC,Australia,7
1088,Andy,Polgreen,Female,19,32,1989-07-21,Design Engineer,n/a,High Net Worth,N,!@#$%^&*(),Yes,3,5515 Artisan Center,3337,VIC,Australia,3
1089,Korney,Hess,Female,90,33,1988-09-17,Product Engineer,Property,Affluent Customer,N,1'; DROP TABLE users--,No,12,0 Nevada Pass,2216,NSW,Australia,10
1090,Lorettalorna,,Female,15,46,1975-07-15,Computer Systems Analyst II,Telecommunications,Affluent Customer,N,1.00E+96,No,17,06 Heffernan Junction,4074,QLD,Australia,7
1091,Keith,Housden,Male,19,42,1980-04-15,Recruiting Manager,Health,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,No,15,04 Onsgard Center,2101,NSW,Australia,9
1092,Katlin,Creddon,Female,56,86,1935-08-22,VP Quality Control,Retail,Mass Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,No,5,37 Division Way,2153,NSW,Australia,9
1093,Clarita,Penright,Female,63,25,1996-09-13,Business Systems Development Analyst,n/a,Affluent Customer,N,00ËÆ$-,No,5,9623 Fisk Plaza,2164,NSW,Australia,8
1094,Shaughn,Salters,Male,48,46,1975-12-27,Dental Hygienist,Health,High Net Worth,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,19,9419 Homewood Way,2160,NSW,Australia,9
1095,Emelda,Gerler,Female,2,63,1958-08-29,Project Manager,Health,Mass Customer,N,ğ¾ ğ ğ ğ ğ ğ ğ ğ§,No,6,26349 Spaight Junction,2756,NSW,Australia,8
1096,Jakie,Mungham,Male,33,52,1969-11-29,Software Test Engineer I,Health,High Net Worth,N,!@#$%^&*(),No,14,1063 Forest Avenue,4510,QLD,Australia,3
1097,Gwenora,Grabbam,Female,71,54,1968-01-31,Engineer II,Financial Services,Mass Customer,N,-1,Yes,18,548 Dahle Lane,2075,NSW,Australia,11
1098,Maure,Crow,Female,99,33,1989-02-01,Administrative Assistant IV,Financial Services,Mass Customer,N,ç°ä¸­ããã«ããã¦ä¸ãã,Yes,12,4 Barby Road,2647,NSW,Australia,3
1099,Jarrett,Maffia,Male,12,47,1975-01-13,Tax Accountant,Manufacturing,Affluent Customer,N,â¢,Yes,11,258 Luster Court,2154,NSW,Australia,10
1100,Cord,Braundt,Male,59,39,1983-01-02,Engineer I,Manufacturing,Mass Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,No,15,22669 Lien Center,2565,NSW,Australia,6
1101,Haily,McWilliams,Female,76,53,1968-12-22,Senior Editor,n/a,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,No,15,9 Autumn Leaf Court,2731,NSW,Australia,4
1102,Stephana,Puzey,Female,16,45,1976-08-17,Recruiting Manager,Manufacturing,Affluent Customer,N,01-Feb,No,15,9 Superior Plaza,3185,VIC,Australia,11
1103,Glynnis,Sailor,Female,76,44,1978-01-30,Financial Advisor,Financial Services,High Net Worth,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,Yes,20,86603 Dexter Road,2164,NSW,Australia,9
1104,Jewelle,Pincott,Female,82,62,1959-12-31,Programmer III,Retail,Mass Customer,N,1.00E+00,No,8,8 Ridgeview Park,2323,NSW,Australia,5
1105,Sherman,McCusker,Male,39,32,1990-02-10,General Manager,n/a,Mass Customer,N,â¢,No,18,4754 Ramsey Junction,3130,VIC,Australia,9
1106,Sibyl,Bigmore,Female,2,59,1962-12-17,Software Consultant,Retail,Mass Customer,N,â¤ï¸ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ,No,15,9 Dayton Alley,3757,VIC,Australia,7
1107,Maridel,Whitby,Female,70,47,1974-07-17,Social Worker,Health,High Net Worth,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,No,18,08 Carey Center,3284,VIC,Australia,6
1108,Ginnie,Farriar,Female,86,60,1962-03-06,Dental Hygienist,Health,Mass Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,No,17,915 Thackeray Junction,2204,NSW,Australia,11
1109,Nestor,Billingsley,Male,21,32,1989-09-01,Web Developer II,Entertainment,High Net Worth,N,â¢,No,6,515 3rd Road,2037,NSW,Australia,12
1110,Lazar,Cherryman,Male,73,31,1991-03-17,Information Systems Manager,Retail,High Net Worth,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,No,12,184 Roth Pass,4211,QLD,Australia,7
1111,Zach,Maynard,Male,96,62,1960-03-04,Director of Sales,n/a,High Net Worth,N,é¨è½æ ¼,Yes,18,84 Porter Alley,2153,NSW,Australia,10
1112,Jarrett,Chiplin,Male,25,41,1981-05-22,Recruiting Manager,n/a,Mass Customer,N,00ËÆ$-,Yes,13,79494 Ruskin Circle,2527,NSW,Australia,9
1113,Dorie,Willock,Male,45,30,1992-06-24,Recruiter,Property,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,6,98 Schiller Junction,2747,NSW,Australia,9
1114,Evonne,Southan,Female,96,46,1976-06-03,Structural Engineer,Retail,Mass Customer,N,â£,No,14,20519 Katie Circle,2152,NSW,Australia,8
1115,Merola,Stutard,Female,33,52,1970-01-18,Account Coordinator,n/a,High Net Worth,N,â¤ï¸ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ,Yes,17,2273 Oneill Place,2118,NSW,Australia,11
1116,Tori,Coche,Female,59,48,1974-06-26,Assistant Manager,Health,Mass Customer,N,,Yes,16,03 6th Alley,2168,NSW,Australia,9
1117,Georgena,Guilaem,Female,83,46,1975-12-01,Quality Engineer,n/a,Affluent Customer,N,1;DROP TABLE users,No,14,8548 Hanover Park,2067,NSW,Australia,11
1118,Colline,Coulman,Female,95,46,1975-12-19,Sales Representative,Retail,Mass Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,9,4079 Lindbergh Center,3021,VIC,Australia,8
1119,Lemmy,Bennit,Male,43,45,1976-10-09,Recruiting Manager,Entertainment,Mass Customer,N,ğ¾ ğ ğ ğ ğ ğ ğ ğ,Yes,19,338 Grasskamp Lane,2573,NSW,Australia,7
1120,Jacquelyn,Rowlinson,Female,87,41,1980-08-31,Web Developer IV,Retail,Affluent Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,No,12,0355 3rd Drive,2118,NSW,Australia,11
1121,Dione,Raithby,Female,30,38,1984-01-21,Registered Nurse,Health,Mass Customer,N,â°â´âµâââ,Yes,3,0182 Esker Center,2759,NSW,Australia,9
1122,Gerladina,Carney,Female,59,36,1985-12-19,Recruiting Manager,n/a,Mass Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,No,11,48 Sheridan Road,3185,VIC,Australia,11
1123,Dominick,Downey,Male,50,60,1962-06-18,Recruiting Manager,Property,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ğ,No,13,1879 Mitchell Center,2206,NSW,Australia,10
1124,Eben,Threader,Male,36,57,1965-02-03,Health Coach III,Health,Affluent Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,Yes,9,81114 7th Place,4869,QLD,Australia,4
1125,Raff,Everley,Male,25,32,1990-01-19,Software Test Engineer III,IT,Affluent Customer,N,1;DROP TABLE users,No,9,1 Nevada Park,4226,QLD,Australia,8
1126,Atlante,Sonley,Female,77,48,1973-09-27,Executive Secretary,n/a,Mass Customer,N,ã»(ï¿£âï¿£)ã»:*:,No,14,6 Buell Point,2062,NSW,Australia,12
1127,Elly,Ormshaw,Female,30,31,1991-02-27,Physical Therapy Assistant,Financial Services,Mass Customer,N,"__ï¾(,_,*)",No,8,4284 Debra Drive,4814,QLD,Australia,3
1128,Kirsten,Longman,Female,47,30,1992-04-12,Financial Advisor,Financial Services,Mass Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,8,8 Hansons Street,3076,VIC,Australia,7
1129,Hercule,,Male,2,45,1977-06-29,VP Marketing,Entertainment,Mass Customer,N,1.00E+02,Yes,9,7674 Roxbury Junction,4815,QLD,Australia,4
1130,Juli,Prine,Female,90,57,1964-12-06,Sales Associate,n/a,Mass Customer,N,01-Feb,No,16,771 Sugar Way,2076,NSW,Australia,11
1131,Sigmund,Barkworth,Male,16,65,1956-08-07,VP Marketing,n/a,Mass Customer,N,-1.00E+02,No,15,1792 Judy Road,2539,NSW,Australia,6
1132,Coriss,Darkott,Female,99,36,1985-08-01,Actuary,Financial Services,Affluent Customer,N,01-Feb,Yes,9,92 Melvin Hill,2147,NSW,Australia,9
1133,Forrester,McFetridge,Male,88,54,1968-01-26,Recruiting Manager,Manufacturing,Affluent Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,No,6,592 Merry Lane,3184,VIC,Australia,3
1134,Sullivan,Scullion,Male,22,27,1994-09-30,Administrative Assistant IV,Financial Services,Affluent Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,No,3,6 Dapin Park,4503,QLD,Australia,6
1135,Mireielle,Avrasin,Female,60,42,1980-05-03,Software Engineer IV,Financial Services,Mass Customer,N,0,Yes,11,03 Holmberg Park,4127,QLD,Australia,2
1136,Ivan,Blackhall,Male,72,44,1977-08-31,Executive Secretary,Property,High Net Worth,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,No,7,8587 Graceland Way,2206,NSW,Australia,10
1137,Jermayne,Hryniewicki,Male,46,45,1977-07-03,Business Systems Development Analyst,n/a,Mass Customer,N,00ËÆ$-,No,18,91 Messerschmidt Trail,3162,VIC,Australia,11
1138,Elli,Loxdale,Female,77,30,1991-09-21,Statistician I,Retail,Mass Customer,N,-1,Yes,5,5998 Bayside Terrace,2526,NSW,Australia,9
1139,Shellysheldon,Wickey,Male,52,39,1982-09-15,Editor,Manufacturing,Mass Customer,N,1,Yes,16,107 Moland Court,2579,NSW,Australia,5
1140,Deana,Rathbourne,Female,32,36,1986-02-25,Executive Secretary,n/a,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,13,4439 7th Terrace,2177,NSW,Australia,9
1141,Shannah,Gritsaev,Female,70,40,1981-09-19,Recruiting Manager,Financial Services,High Net Worth,N,â°â´âµ,Yes,4,2272 Dennis Alley,3165,VIC,Australia,10
1142,Michal,Paiton,Male,95,24,1998-05-07,Desktop Support Technician,Telecommunications,Mass Customer,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",No,2,0 Scofield Plaza,3201,VIC,Australia,4
1143,Goraud,Boissieux,Male,64,67,1955-03-06,Office Assistant IV,Health,Mass Customer,N,ğ,Yes,6,51152 Brickson Park Crossing,2768,NSW,Australia,9
1144,Damon,Phelip,Male,73,25,1996-12-12,Environmental Specialist,Health,High Net Worth,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,5,4668 Coleman Street,2160,NSW,Australia,5
1145,Korella,Begin,Female,80,56,1965-09-26,Recruiting Manager,Property,Mass Customer,N,ğ,Yes,14,8 Moland Junction,2148,NSW,Australia,7
1146,Hadleigh,Birley,Male,88,29,1992-08-31,Assistant Professor,Financial Services,High Net Worth,N,â«testâ«,No,8,1 Raven Junction,4502,QLD,Australia,4
1147,Tate,Studholme,Male,71,53,1968-07-09,Health Coach II,Entertainment,High Net Worth,N,1/0,Yes,9,40570 Acker Alley,2166,NSW,Australia,9
1148,Inigo,Ojeda,Male,60,34,1987-09-28,Statistician IV,Financial Services,High Net Worth,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,5,893 Petterle Trail,4551,QLD,Australia,10
1149,Ki,Odo,Female,29,54,1967-09-30,Developer III,n/a,Affluent Customer,N,âââ,Yes,14,84 Monument Terrace,4127,QLD,Australia,4
1150,Bernelle,Warwick,Female,64,46,1975-09-26,Information Systems Manager,Financial Services,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,Yes,13,0103 Bay Junction,2222,NSW,Australia,11
1151,Brena,Amburgy,Female,27,57,1965-04-06,VP Product Management,Argiculture,High Net Worth,N,NIL,Yes,19,9618 Havey Place,2710,NSW,Australia,1
1152,Humfrid,Ducket,Male,47,24,1998-06-23,Business Systems Development Analyst,Financial Services,Mass Customer,N,1'; DROP TABLE users--,Yes,3,098 Veith Hill,4510,QLD,Australia,3
1153,Mirilla,Lothlorien,Female,53,27,1995-01-17,Desktop Support Technician,Health,Mass Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,Yes,3,03058 Shoshone Lane,2090,NSW,Australia,12
1154,Chase,Youd,Male,26,47,1974-11-24,Research Nurse,Health,Mass Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,Yes,20,7975 Browning Plaza,3038,VIC,Australia,4
1155,Janetta,Hartrick,Female,73,28,1994-01-15,VP Marketing,Property,Mass Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,Yes,9,154 Cambridge Point,3551,VIC,Australia,8
1156,Breena,Risebrow,Female,22,24,1997-10-16,Marketing Assistant,Argiculture,Mass Customer,N,ï»¿,Yes,1,3 Sachs Point,2250,NSW,Australia,7
1157,Saunder,Camerati,Male,69,48,1974-04-03,Research Nurse,Health,Affluent Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,Yes,17,0386 Mayfield Way,4122,QLD,Australia,7
1158,Butch,Geertje,Male,85,37,1985-02-17,Senior Quality Engineer,n/a,Mass Customer,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",Yes,19,24 Merchant Plaza,3031,VIC,Australia,10
1159,Elbert,Bridgement,Male,94,29,1993-01-28,Librarian,Entertainment,Mass Customer,N,1.00E+02,No,1,353 Oneill Park,3145,VIC,Australia,9
1160,Trisha,Nisuis,Female,98,57,1965-04-08,Speech Pathologist,IT,Affluent Customer,N,<script>alert('hi')</script>,No,10,92867 Lukken Lane,3142,VIC,Australia,9
1161,Sibylle,Cutsforth,Female,86,45,1977-01-14,Senior Quality Engineer,Retail,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,15,11 Corscot Plaza,2710,NSW,Australia,1
1162,Ambrose,Raiston,Male,29,32,1990-04-13,Marketing Assistant,n/a,Mass Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,7,13 Buhler Plaza,2576,NSW,Australia,8
1163,Manolo,Dwire,Male,77,40,1981-11-13,Cost Accountant,Financial Services,High Net Worth,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,Yes,8,72673 Mayfield Trail,4209,QLD,Australia,6
1164,Gilligan,Mowat,Female,97,45,1977-01-09,Food Chemist,Health,Mass Customer,N,1,Yes,17,42739 Moose Pass,3442,VIC,Australia,8
1165,Fanni,Wakelin,Female,58,29,1993-06-23,Administrative Assistant IV,Financial Services,High Net Worth,N,',No,2,3 Atwood Lane,2153,NSW,Australia,10
1166,Fannie,Devil,Female,40,49,1972-12-05,Quality Control Specialist,Health,Affluent Customer,N,â«testâ«,No,8,378 Prentice Point,4064,QLD,Australia,9
1167,Elberta,Crickett,Female,20,26,1996-06-03,Software Test Engineer III,Health,Mass Customer,N,âââ,No,4,95 Forest Run Drive,4152,QLD,Australia,8
1168,Iosep,Shaddick,Male,44,57,1965-02-16,Pharmacist,Health,Affluent Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),No,18,20 Main Road,2230,NSW,Australia,9
1169,Kessiah,Corden,Female,33,54,1967-08-09,Actuary,Financial Services,Mass Customer,N,1,Yes,13,71 Cherokee Hill,2127,NSW,Australia,7
1170,Lari,Rotte,Female,62,57,1964-11-30,Assistant Professor,IT,Mass Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,4,698 Summer Ridge Way,2529,NSW,Australia,7
1171,Ilise,Solloway,Female,32,50,1971-08-15,Human Resources Manager,n/a,Affluent Customer,N,-$1.00,Yes,8,79 Grasskamp Center,2170,NSW,Australia,9
1172,Smith,Babbs,Male,48,48,1974-04-12,Recruiter,n/a,Mass Customer,N,ğ©ğ½,Yes,17,6541 Dahle Junction,2212,NSW,Australia,9
1173,Gertie,Chaim,Female,58,44,1978-03-02,Statistician IV,Retail,High Net Worth,N,',No,16,858 Swallow Parkway,2150,NSW,Australia,8
1174,Shellysheldon,Gooderridge,Male,9,74,1948-03-05,Executive Secretary,IT,Mass Customer,N,,No,,0005 Independence Drive,2118,NSW,Australia,9
1175,Paige,Hodgin,Male,8,36,1985-09-22,Human Resources Manager,n/a,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,8,525 Kedzie Street,4012,QLD,Australia,8
1176,Celia,Dockerty,Female,7,46,1976-01-16,Software Engineer IV,n/a,Affluent Customer,N,,Yes,7,03890 Logan Court,2747,NSW,Australia,8
1177,Bobbette,Pozzi,Female,47,68,1953-08-31,Food Chemist,Health,Affluent Customer,N,1.00E+02,Yes,6,8 Clyde Gallagher Court,4217,QLD,Australia,8
1178,Angelo,Byne,Male,1,52,1970-05-26,Pharmacist,Health,Mass Customer,N,ğ ğ ±ğ ¹ğ ±ğ ±¸ğ ²ğ ³,No,13,62 Elka Terrace,2430,NSW,Australia,3
1179,Kerry,Pashenkov,Male,56,33,1988-08-15,Media Manager IV,Financial Services,High Net Worth,N,,Yes,13,85931 Johnson Alley,3039,VIC,Australia,6
1180,Gaye,Quickenden,Female,48,46,1975-08-17,Account Representative I,Financial Services,Affluent Customer,N,ï½ï½¨(Â´âï½â©,No,10,63588 Clove Court,2017,NSW,Australia,9
1181,Brita,Plant,Female,2,44,1978-06-06,Tax Accountant,Argiculture,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,8,86 Stang Way,2213,NSW,Australia,10
1182,Carolann,Ottiwill,Female,84,47,1975-01-11,Data Coordiator,IT,Mass Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,7,84 Westridge Hill,2061,NSW,Australia,10
1183,Joe,Shalliker,Male,50,63,1958-11-14,Media Manager II,n/a,Affluent Customer,N,"__ï¾(,_,*)",No,6,53740 Vera Parkway,3644,VIC,Australia,1
1184,Auberta,Teodori,Female,89,53,1968-10-07,Social Worker,Health,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,13,2 Ramsey Parkway,2104,NSW,Australia,11
1185,Xena,Rossbrooke,Female,17,21,2000-07-23,VP Product Management,n/a,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,Yes,2,651 Mesta Drive,3173,VIC,Australia,9
1186,Brantley,Cecchi,Male,70,45,1977-05-28,Help Desk Operator,Manufacturing,Affluent Customer,N,-1,Yes,20,1 Merrick Parkway,2830,NSW,Australia,2
1187,Antonino,Hogben,Male,65,23,1998-10-21,Recruiting Manager,Financial Services,Mass Customer,N,ğ ğ ±ğ ¹ğ ±ğ ±¸ğ ²ğ ³,No,1,135 Crest Line Drive,2044,NSW,Australia,10
1188,Sally,Cominoli,Female,14,38,1984-02-23,Statistician IV,n/a,Affluent Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,4,63576 Anzinger Trail,2168,NSW,Australia,9
1189,Mart,Bazoche,Male,22,33,1988-08-29,Geologist I,Health,High Net Worth,N,-1.00E+02,Yes,8,05 Charing Cross Plaza,2320,NSW,Australia,5
1190,Sib,Gilby,Female,67,53,1968-09-07,Assistant Professor,Financial Services,Affluent Customer,N,â¢,Yes,10,261 Farmco Drive,4118,QLD,Australia,4
1191,Merrielle,Vegas,Female,20,26,1996-05-22,Director of Sales,n/a,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,1,0 Northport Hill,3043,VIC,Australia,8
1192,Hollyanne,McCarter,Female,31,52,1969-12-12,VP Quality Control,Manufacturing,Mass Customer,N,â«testâ«,No,16,894 Maple Wood Drive,2251,NSW,Australia,10
1193,Quintus,Whear,Male,58,36,1986-01-21,Safety Technician I,Retail,High Net Worth,N,../../../../../../../../../../../etc/hosts,No,5,05 Daystar Lane,2560,NSW,Australia,8
1194,Audry,Scurrey,Female,69,30,1992-03-25,Junior Executive,Telecommunications,Affluent Customer,N,,No,3,81167 Division Hill,2873,NSW,Australia,1
1195,Ally,Folliott,Female,0,44,1978-03-22,VP Marketing,Telecommunications,Mass Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,No,18,761 Bellgrove Lane,2541,NSW,Australia,7
