transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit,transaction_month,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,age,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure,address,postcode,state,country,property_valuation
797,30,269,08/02/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90,33552,$299.27,February,269,Zacherie,Grindley,Male,55,67,1954-09-19,"Nurse Practicioner",Property,"Mass Customer",N,"/dev/null; touch /tmp/blns.fail ; echo",Yes,9,"8 Texas Plaza",3081,VIC,Australia,9
1802,73,270,18/04/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499,"$1,612.25",April,270,Auberta,Roundtree,Female,38,51,1970-12-10,"Budget/Accounting Analyst III",n/a,"Mass Customer",N,ãã¼ãã£ã¼ã¸è¡ããªãã,Yes,17,"32062 Oak Terrace",3205,VIC,Australia,8
2016,40,272,02/05/2017,FALSE,Approved,"OHM Cycles",Standard,high,medium,1458.17,$874.90,36498,$583.27,May,272,Arlie,Crean,Female,22,35,1987-06-06,"Product Engineer",Retail,"Mass Customer",N,1,Yes,1,"370 Portage Parkway",3125,VIC,Australia,8
954,39,273,09/07/2017,TRUE,Approved,"Giant Bicycles",Standard,medium,large,1812.75,$582.48,40336,"$1,230.27",July,273,Nevile,Abraham,Male,54,59,1963-04-22,"Computer Systems Analyst IV",n/a,"Mass Customer",N,Ù¡Ù¢Ù£,No,19,"19795 Bultman Circle",4214,QLD,Australia,8
1899,4,275,06/01/2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,36146,"$1,383.61",January,275,Dud,,Male,7,66,1955-07-27,"VP Sales",Health,"High Net Worth",N,"ð¾ ð ð ð ð ð ð ð§",No,13,"34 Kim Center",2036,NSW,Australia,11
195,81,276,27/12/2017,FALSE,Approved,"Norco Bicycles",Standard,medium,small,586.45,$521.94,33429,$64.51,December,276,Goldi,Dwine,Female,47,32,1990-03-25,"Recruiting Manager","Financial Services","Mass Customer",N,â£,No,22,"8 Starling Pass",2767,NSW,Australia,8
1786,70,279,03/05/2017,TRUE,Approved,"Trek Bicycles",Standard,high,medium,495.72,$297.43,42105,$198.29,May,279,Tamera,Hinckes,Female,0,40,1981-09-09,"Web Designer I",Manufacturing,"Mass Customer",N,â°â´âµ,No,11,"28604 Bellgrove Circle",4508,QLD,Australia,6
2095,15,280,19/05/2017,FALSE,Approved,"Norco Bicycles",Standard,low,medium,958.74,$748.90,34244,$209.84,May,280,Welch,MacAllaster,Male,15,27,1995-03-22,"Geologist I",n/a,"Affluent Customer",N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,5,"2 Cottonwood Road",2032,NSW,Australia,11
1567,100,282,22/10/2017,TRUE,Approved,"Trek Bicycles",Standard,medium,small,1386.84,"$1,234.29",40303,$152.55,October,282,Lauren,Curcher,Male,82,32,1989-10-27,"VP Quality Control",Argiculture,"High Net Worth",N,,Yes,11,"747 Thackeray Circle",4551,QLD,Australia,7
793,3,283,27/04/2017,TRUE,Approved,"Trek Bicycles",Standard,medium,large,2091.47,$388.92,39526,"$1,702.55",April,283,Sari,Noye,Female,34,31,1991-02-04,"Assistant Manager",Retail,"Mass Customer",N,"1;DROP TABLE users",No,2,"5583 Prairie Rose Trail",2765,NSW,Australia,8
769,69,285,09/01/2017,TRUE,Approved,"Giant Bicycles",Road,medium,medium,792.9,$594.68,33879,$198.22,January,285,Julee,Janovsky,Female,3,44,1977-11-19,"Community Outreach Specialist",Manufacturing,"Mass Customer",N,ã»(ï¿£âï¿£)ã»:*:,No,12,"7169 North Lane",2023,NSW,Australia,9
1526,75,286,28/07/2017,FALSE,Approved,"Giant Bicycles",Touring,medium,large,1873.97,$863.95,33429,"$1,010.02",July,286,Kiley,Canaan,Male,99,32,1989-08-01,"Accounting Assistant II",Manufacturing,"Affluent Customer",N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,11,"6923 Tennessee Circle",2766,NSW,Australia,9
2513,0,289,11/11/2017,FALSE,Approved,"OHM Cycles",Standard,medium,medium,183.86,$137.90,35707,$45.96,November,289,Modestia,Lithgow,Female,43,52,1970-04-12,"Clinical Specialist",Health,"High Net Worth",N,"Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ",No,10,"00 5th Lane",2830,NSW,Australia,2
457,100,290,10/10/2017,FALSE,Approved,"Norco Bicycles",Road,medium,medium,1036.59,$206.35,33364,$830.24,October,290,Giorgio,Kevane,male,42,65,1957-06-25,"Senior Sales Associate",IT,"Mass Customer",N,,No,0,"807 Beilfuss Crossing",3030,VIC,Australia,7
2540,31,291,20/11/2017,TRUE,Approved,"Giant Bicycles",Standard,medium,medium,230.91,$173.18,39031,$57.73,November,291,Aime,Burston,Female,63,50,1971-10-22,"Assistant Media Planner",Entertainment,"Mass Customer",N,"TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ",No,4,"76 Graedel Street",4812,QLD,Australia,6
2217,27,292,06/10/2017,FALSE,Approved,"Trek Bicycles",Standard,medium,medium,499.53,$388.72,33552,$110.81,October,292,Gelya,Gerant,Female,42,60,1961-11-24,"VP Product Management",n/a,"Affluent Customer",N,"×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ",Yes,9,"29886 Crownhardt Crossing",2141,NSW,Australia,8
694,0,294,15/06/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,34165,$104.24,June,294,Magnum,Slowan,Male,39,63,1959-04-01,"Recruiting Manager",n/a,"High Net Worth",N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,No,5,"83 Brickson Park Drive",3029,VIC,Australia,8
924,2,295,19/09/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62,41245,$17.87,September,295,Lena,Chape,Female,64,57,1964-12-26,"Database Administrator II",n/a,"Mass Customer",N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,18,"95 Almo Junction",2173,NSW,Australia,9
2248,0,296,22/12/2017,FALSE,Approved,"Norco Bicycles",Standard,low,medium,363.01,$290.41,41434,$72.60,December,296,Marshal,Rathbone,Male,34,50,1972-06-19,"Recruiting Manager",Health,"High Net Worth",N,-1,Yes,17,"08 Golf View Plaza",3199,VIC,Australia,9
2666,28,298,07/03/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",40649,$187.39,March,298,Maurise,Lenglet,Male,69,65,1956-08-15,"Engineer I",Manufacturing,"High Net Worth",N,testâ testâ«,No,9,"0 Orin Place",4506,QLD,Australia,7
2918,35,299,02/07/2017,FALSE,Approved,"Trek Bicycles",Standard,low,medium,1057.51,$154.40,40336,$903.11,July,299,Corabelle,Hartnell,Female,80,65,1956-09-15,"Budget/Accounting Analyst I","Financial Services","Mass Customer",N,â°â´âµ,Yes,7,"20924 Banding Crossing",2516,NSW,Australia,9
283,16,302,29/03/2017,FALSE,Approved,"Norco Bicycles",Standard,high,small,1661.92,"$1,479.11",34586,$182.81,March,302,Laurice,Colgrave,Female,32,45,1977-03-27,"Recruiting Manager",Health,"Mass Customer",N,âªâªtestâª,No,13,"58 Spenser Circle",3030,VIC,Australia,3
3149,85,303,17/11/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,36367,$547.28,November,303,Shane,Smetoun,Female,59,47,1974-08-15,"Assistant Professor",Argiculture,"Mass Customer",N,"ð¾ ð ð ð ð ð ð ð",Yes,14,"93 Lawn Park",3152,VIC,Australia,9
3199,92,304,11/10/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37539,$155.65,October,304,Paddy,Mumbray,Male,36,53,1969-03-27,"VP Marketing",Manufacturing,"Mass Customer",N,Ù¡Ù¢Ù£,Yes,15,"5982 Mosinee Avenue",3340,VIC,Australia,5
2824,0,306,29/08/2017,FALSE,Approved,"Giant Bicycles",Standard,medium,large,569.56,$528.43,37874,$41.13,August,306,Ruy,Adanet,Male,19,48,1973-08-02,"Registered Nurse",Health,"High Net Worth",N,ì¸ëë°í ë¥´,No,18,"06 Corry Pass",2450,NSW,Australia,9
1640,45,307,08/08/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99,34071,$356.50,August,307,Ruben,Handlin,Male,55,37,1984-08-18,"Clinical Specialist",Health,"Affluent Customer",N,"<img src=x onerror=alert('hi') />",Yes,12,"099 Nova Plaza",2227,NSW,Australia,10
2967,0,308,18/05/2017,TRUE,Approved,"OHM Cycles",Standard,medium,medium,235.63,$125.07,38206,$110.56,May,308,Iver,Dobsons,Male,2,39,1983-03-09,"Database Administrator I",IT,"High Net Worth",N,ï½ï½¨(Â´âï½â©,No,4,"252 Mockingbird Plaza",2216,NSW,Australia,10
382,83,309,02/12/2017,TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03,42218,"$1,408.91",December,309,Maurizia,Ligerton,Female,53,47,1974-10-02,"Clinical Specialist",Health,"Mass Customer",N,é¨è½æ ¼,Yes,21,"990 Kensington Park",3796,VIC,Australia,8
2745,3,310,28/09/2017,TRUE,Approved,"Trek Bicycles",Standard,medium,large,2091.47,$388.92,41167,"$1,702.55",September,310,Myranda,Clowser,Female,0,37,1985-02-13,"Account Coordinator","Financial Services","Mass Customer",N,"() { 0; }; touch /tmp/blns.shellshock1.fail;",Yes,18,"706 Anniversary Alley",3064,VIC,Australia,3
517,77,311,01/01/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,40672,"$1,660.88",January,311,Jaimie,Halms,Female,86,64,1957-08-16,"Internal Auditor",Health,"High Net Worth",N,"ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥",No,12,"52 Corben Place",3197,VIC,Australia,10
293,0,314,19/11/2017,FALSE,Approved,"OHM Cycles",Standard,high,medium,227.88,$136.73,39298,$91.15,November,314,Catie,Advani,Female,27,59,1962-08-25,"Marketing Assistant",Retail,"High Net Worth",N,åè£½æ¼¢èª,Yes,5,"671 American Ash Way",2365,NSW,Australia,2
2318,6,315,08/09/2017,TRUE,Approved,"OHM Cycles",Standard,high,medium,227.88,$136.73,37659,$91.15,September,315,Lisa,Odlin,Female,67,64,1958-04-16,"Chief Design Engineer",Manufacturing,"Affluent Customer",N,á ,No,12,"93 American Ash Avenue",2747,NSW,Australia,8
972,5,316,17/12/2017,TRUE,Approved,"Trek Bicycles",Mountain,low,medium,574.64,$459.71,37659,$114.93,December,316,Genni,Larway,Female,72,46,1976-06-01,"Environmental Specialist",Manufacturing,"Mass Customer",N,nil,Yes,10,"1108 Nevada Junction",4701,QLD,Australia,2
2045,78,318,24/04/2017,TRUE,Approved,"Giant Bicycles",Standard,medium,large,1765.3,$709.48,38339,"$1,055.82",April,318,Libbie,Castelin,Female,21,53,1969-05-19,"Programmer III",Retail,"Affluent Customer",N,ð©ð½,Yes,18,"5 Schurz Place",4350,QLD,Australia,6
1017,17,320,16/02/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,35378,$409.86,February,320,Aldous,Cubin,Male,19,25,1997-02-09,"Registered Nurse",Health,"Mass Customer",N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,No,4,"84 Lawn Way",2223,NSW,Australia,9
1686,68,322,03/04/2017,TRUE,Approved,"OHM Cycles",Standard,medium,medium,1636.9,$44.71,40410,"$1,592.19",April,322,De,Denington,Female,19,45,1977-03-10,"Research Associate","Financial Services","Mass Customer",N,1.00E+02,Yes,11,"0 Graceland Plaza",2515,NSW,Australia,10
300,4,323,25/03/2017,TRUE,Approved,"Giant Bicycles",Standard,high,medium,1129.13,$677.48,38216,$451.65,March,323,Celka,Goodrich,Female,54,49,1973-06-04,"Senior Developer",Health,"Mass Customer",N,â°â´âµâââ,Yes,7,"8717 Mandrake Place",4214,QLD,Australia,8
2741,54,324,09/12/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,42295,"$1,279.40",December,324,Franz,Lyptrit,Male,97,35,1986-08-05,"Computer Systems Analyst I",IT,"Mass Customer",N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,15,"2 Thierer Lane",3437,VIC,Australia,8
1469,93,325,13/05/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,42458,$834.94,May,325,Anthia,Ghilardini,Female,98,50,1971-09-26,"Computer Systems Analyst I","Financial Services","Affluent Customer",N,"/dev/null; touch /tmp/blns.fail ; echo",Yes,17,"19507 Red Cloud Park",3338,VIC,Australia,4
1831,56,330,18/04/2017,FALSE,Approved,"Norco Bicycles",Mountain,low,small,688.63,$612.88,37668,$75.75,April,330,Port,Pancost,Male,78,63,1959-06-03,"Recruiting Manager",Manufacturing,"High Net Worth",N,â°â´âµ,Yes,7,"3093 Mockingbird Place",3356,VIC,Australia,2
2232,39,331,15/07/2017,FALSE,Approved,"Giant Bicycles",Standard,medium,large,1812.75,$582.48,38750,"$1,230.27",July,331,Ford,Groucock,Male,87,23,1998-09-23,"Desktop Support Technician",Health,"Mass Customer",N,ð,Yes,3,"82 Mcbride Trail",3223,VIC,Australia,6
98,49,333,23/06/2017,,Approved,"Trek Bicycles",Road,medium,medium,533.51,$400.13,37823,$133.38,June,333,Debbi,Doohey,Female,25,57,1965-06-20,"Sales Associate","Financial Services","Affluent Customer",N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,Yes,8,"1 Rowland Circle",3105,VIC,Australia,10
2676,0,336,09/10/2017,FALSE,Approved,"Giant Bicycles",Standard,medium,medium,230.91,$173.18,39031,$57.73,October,336,Georgiana,Wallington,Female,91,42,1980-01-06,"Recruiting Manager",Manufacturing,"High Net Worth",N,á ,No,3,"8 Grayhawk Circle",2089,NSW,Australia,10
1505,97,337,18/01/2017,FALSE,Approved,"OHM Cycles",Road,medium,medium,742.54,$667.40,42560,$75.14,January,337,Shaylah,Urquhart,Female,67,42,1979-10-08,"Statistician IV",Argiculture,"High Net Worth",N,nil,Yes,12,"3 Lyons Road",2759,NSW,Australia,8
1926,62,338,29/06/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143,$179.44,June,338,Hilliary,Littrell,Female,33,64,1958-03-14,"Recruiting Manager",Health,"Mass Customer",N,á ,No,19,"72419 Eagan Road",2040,NSW,Australia,10
1517,49,339,02/11/2017,TRUE,Approved,"Trek Bicycles",Road,medium,medium,533.51,$400.13,35707,$133.38,November,339,Nanny,Casero,Female,56,42,1980-01-11,"Human Resources Manager",Health,"Mass Customer",N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,12,"6860 Green Ridge Avenue",2126,NSW,Australia,11
2156,60,341,18/08/2017,TRUE,Approved,"Giant Bicycles",Standard,high,small,1977.36,"$1,759.85",40779,$217.51,August,341,Jeremiah,Wasling,Male,10,45,1976-08-25,"GIS Technical Architect","Financial Services","Mass Customer",N,åè£½æ¼¢èª,No,5,"08 Ronald Regan Plaza",2251,NSW,Australia,9
3028,91,342,04/07/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922,$128.46,July,342,Winslow,Hammant,Male,40,35,1987-05-19,"Programmer IV",Health,"High Net Worth",N,"() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; }",No,2,"44621 Linden Drive",2155,NSW,Australia,10
1213,90,343,27/05/2017,FALSE,Approved,"Norco Bicycles",Standard,low,medium,363.01,$290.41,38482,$72.60,May,343,Nicole,Johananoff,Female,76,64,1957-08-14,Recruiter,Property,"Affluent Customer",N,"() { 0; }; touch /tmp/blns.shellshock1.fail;",No,13,"3 Moulton Lane",2153,NSW,Australia,9
473,25,344,11/11/2017,FALSE,Approved,"OHM Cycles",Standard,high,medium,2005.66,"$1,203.40",34170,$802.26,November,344,Carlene,Eyckelbeck,Female,91,48,1973-07-18,"Recruiting Manager",n/a,"High Net Worth",N,NULL,Yes,4,"7633 Mayer Plaza",2768,NSW,Australia,10
597,12,345,13/08/2017,FALSE,Approved,"Giant Bicycles",Standard,medium,large,1765.3,$709.48,42218,"$1,055.82",August,345,Tish,Oleksiak,Female,74,33,1989-02-03,"Senior Sales Associate",Health,"High Net Worth",N,1,Yes,17,"98 Westerfield Trail",3127,VIC,Australia,11
1240,6,346,26/04/2017,TRUE,Approved,"OHM Cycles",Standard,high,medium,227.88,$136.73,37659,$91.15,April,346,Timmie,Eisikowitz,Male,68,41,1981-03-15,"Financial Analyst","Financial Services","Mass Customer",N,-$1.00,No,3,"1826 Hazelcrest Park",3087,VIC,Australia,9
1370,52,347,18/01/2017,TRUE,Approved,"OHM Cycles",Road,medium,medium,1280.28,$829.51,35455,$450.77,January,347,Berkly,Grishinov,Male,50,57,1965-06-06,"Marketing Manager","Financial Services","Mass Customer",N,00ËÆ$-,No,9,"98 Sutteridge Point",3131,VIC,Australia,10
2006,4,348,15/01/2017,TRUE,Approved,"Giant Bicycles",Standard,high,medium,1129.13,$677.48,38573,$451.65,January,348,Gan,Devoy,Male,20,41,1980-11-01,"Assistant Professor",Retail,"Mass Customer",N,é¨è½æ ¼,Yes,9,"6 Sunbrook Center",4350,QLD,Australia,6
1607,61,349,30/01/2017,FALSE,Approved,"Norco Bicycles",Standard,medium,small,586.45,$521.94,33429,$64.51,January,349,Vinnie,Usherwood,Female,35,41,1981-04-15,"Computer Systems Analyst IV",Manufacturing,"High Net Worth",N,,No,4,"143 Elka Circle",3134,VIC,Australia,9
216,72,352,29/11/2017,TRUE,Approved,"Norco Bicycles",Standard,medium,medium,360.4,$270.30,42710,$90.10,November,352,Orrin,Finding,Male,12,42,1979-07-08,"Sales Representative",Retail,"Mass Customer",N,â,No,4,"7 Park Meadow Drive",4055,QLD,Australia,3
1103,1,354,24/10/2017,TRUE,Approved,"Giant Bicycles",Standard,medium,medium,1403.5,$954.82,42688,$448.68,October,354,Mavra,Donavan,Female,87,41,1980-11-26,"Legal Assistant",Property,"Mass Customer",N,1,No,9,"5337 Dennis Pass",2170,NSW,Australia,9
1099,85,355,15/03/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,36367,$547.28,March,355,Stacy,Gullane,Female,97,43,1979-06-01,"Database Administrator II",Retail,"Mass Customer",N,"ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾",Yes,3,"7 Debs Point",2322,NSW,Australia,4
3034,97,356,28/03/2017,TRUE,Approved,"OHM Cycles",Road,medium,medium,742.54,$667.40,33549,$75.14,March,356,Nichole,,Female,10,47,1975-03-30,Librarian,Entertainment,"High Net Worth",N,-1,No,5,"708 Russell Parkway",2530,NSW,Australia,7
809,41,357,27/07/2017,FALSE,Approved,Solex,Road,medium,medium,416.98,$312.74,35560,$104.24,July,357,Betta,Shrimpton,Female,21,53,1969-01-25,"Director of Sales",n/a,"Affluent Customer",N,,No,18,"66286 Homewood Alley",2075,NSW,Australia,11
1731,55,358,21/10/2017,TRUE,Approved,"Trek Bicycles",Road,medium,large,1894.19,$598.76,37823,"$1,295.43",October,358,Kippie,Crimpe,Female,54,36,1985-12-27,"Accounting Assistant IV",n/a,"Mass Customer",N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,18,"8728 Express Way",2340,NSW,Australia,7
443,52,359,25/01/2017,FALSE,Approved,"OHM Cycles",Road,medium,medium,1280.28,$829.51,42295,$450.77,January,359,Dulcine,Gauson,Female,2,63,1958-11-28,"Legal Assistant",Manufacturing,"Affluent Customer",N,nil,Yes,6,"93583 Moland Way",2066,NSW,Australia,12
274,6,360,26/05/2017,TRUE,Approved,"OHM Cycles",Standard,high,medium,227.88,$136.73,41701,$91.15,May,360,Atalanta,Starbucke,Female,64,66,1956-04-02,"Staff Scientist",Property,"Mass Customer",N,1.00E+02,Yes,19,"18264 Maryland Way",4217,QLD,Australia,9
481,16,361,15/03/2017,TRUE,Approved,"Norco Bicycles",Standard,high,small,1661.92,"$1,479.11",34586,$182.81,March,361,Stephana,Minero,Female,59,23,1999-03-27,"Software Engineer IV",Health,"Mass Customer",N,"âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿",Yes,2,"411 Homewood Lane",4020,QLD,Australia,5
2465,3,363,31/08/2017,TRUE,Approved,"Trek Bicycles",Standard,medium,large,2091.47,$388.92,42218,"$1,702.55",August,363,Sabrina,Caddy,Female,82,34,1988-03-04,"Project Manager",Retail,"Mass Customer",N,"ð¾ ð ð ð ð ð ð ð",Yes,7,"279 Jenna Circle",2179,NSW,Australia,12
721,5,364,19/12/2017,FALSE,Approved,"Trek Bicycles",Mountain,low,medium,574.64,$459.71,40784,$114.93,December,364,Leontyne,Simpkiss,Female,96,45,1976-09-30,"Database Administrator III","Financial Services","Affluent Customer",N,âââ,No,11,"382 Maywood Parkway",4127,QLD,Australia,6
1236,12,365,10/02/2017,FALSE,Approved,"Giant Bicycles",Standard,medium,large,1765.3,$709.48,38193,"$1,055.82",February,365,Romona,Capitano,Female,98,46,1976-06-27,"VP Quality Control",Property,"High Net Worth",N,ç°ä¸­ããã«ããã¦ä¸ãã,No,15,"6085 Petterle Circle",3130,VIC,Australia,10
368,25,366,24/01/2017,TRUE,Approved,"OHM Cycles",Standard,high,medium,2005.66,"$1,203.40",41009,$802.26,January,366,Constance,Ucchino,Female,7,68,1954-01-08,Librarian,Entertainment,"High Net Worth",N,â©testâ©,No,19,"06324 Michigan Trail",4570,QLD,Australia,4
477,73,367,12/02/2017,,Approved,Solex,Standard,medium,medium,1945.43,$333.18,38859,"$1,612.25",February,367,Katrinka,Sturrock,Female,93,37,1985-02-17,"Programmer II",Manufacturing,"Mass Customer",N,1.00E+02,Yes,12,"92808 Mallard Terrace",3215,VIC,Australia,4
63,35,368,17/12/2017,FALSE,Approved,"Giant Bicycles",Standard,medium,medium,1403.5,$954.82,42688,$448.68,December,368,Lacee,Roan,Female,32,35,1986-11-26,"Recruiting Manager","Financial Services","High Net Worth",N,"(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»)",No,6,"841 Anderson Drive",3101,VIC,Australia,8
227,86,369,16/03/2017,TRUE,Approved,"OHM Cycles",Standard,medium,medium,235.63,$125.07,38482,$110.56,March,369,Alic,Trenear,Male,19,30,1991-08-24,Actuary,"Financial Services","Mass Customer",N,á ,Yes,9,"67884 Fair Oaks Parkway",3931,VIC,Australia,9
2321,18,370,10/09/2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,39880,$143.82,September,370,Trstram,Bondesen,Male,91,23,1998-07-27,"Recruiting Manager",Telecommunications,"Affluent Customer",N,"â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð",Yes,3,"1823 Judy Center",3165,VIC,Australia,10
162,78,371,11/12/2017,FALSE,Approved,"Giant Bicycles",Standard,medium,large,1765.3,$709.48,38193,"$1,055.82",December,371,Pernell,Favelle,Male,7,67,1954-07-06,"Systems Administrator III","Financial Services","Mass Customer",N,âââ,No,7,"953 Eliot Crossing",2166,NSW,Australia,9
328,98,372,17/10/2017,TRUE,Approved,"Trek Bicycles",Standard,high,medium,358.39,$215.03,33364,$143.36,October,372,Moina,Thumim,Female,19,34,1987-08-13,"Graphic Designer",Property,"Affluent Customer",N,-1.00E+02,Yes,4,"90761 Shasta Pass",3936,VIC,Australia,7
2330,53,374,14/09/2017,FALSE,Approved,"OHM Cycles",Standard,medium,medium,795.34,$101.58,34170,$693.76,September,374,Valdemar,MacCoughen,Male,81,30,1992-01-22,"Senior Financial Analyst","Financial Services","Mass Customer",N,"ð¾ ð ð ð ð ð ð ð§",Yes,8,"0 Brown Trail",2203,NSW,Australia,9
615,81,375,22/07/2017,TRUE,Approved,"Norco Bicycles",Standard,medium,small,586.45,$521.94,36145,$64.51,July,375,Salvidor,Renzo,Male,13,45,1976-08-23,"Automation Specialist II",Manufacturing,"Mass Customer",N,01-Feb,Yes,7,"3467 Prairie Rose Lane",3034,VIC,Australia,7
2499,34,382,23/02/2017,TRUE,Approved,"Norco Bicycles",Road,high,large,774.53,$464.72,40618,$309.81,February,382,Issiah,Fardell,Male,68,36,1985-08-14,"Research Nurse",Health,"Mass Customer",N,â«testâ«,Yes,7,"720 Menomonie Avenue",2749,NSW,Australia,8
2748,80,384,11/07/2017,FALSE,Approved,"OHM Cycles",Touring,low,medium,1073.07,$933.84,35455,$139.23,July,384,Friederike,Bestar,Female,70,45,1976-08-06,"Recruiting Manager","Financial Services","Affluent Customer",N,á ,No,17,"3788 Service Trail",3805,VIC,Australia,8
157,6,385,15/09/2017,TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90,42105,$299.27,September,385,Kendall,Humes,Male,69,55,1966-12-07,"Project Manager",Health,"High Net Worth",N,â,No,9,"8 Holy Cross Center",2047,NSW,Australia,9
1259,16,386,18/07/2017,TRUE,Approved,"Norco Bicycles",Standard,high,small,1661.92,"$1,479.11",34586,$182.81,July,386,Ethelyn,Pincott,Female,63,31,1990-10-27,"Senior Quality Engineer",Argiculture,"Mass Customer",N,á,No,5,"740 Calypso Drive",2100,NSW,Australia,10
